Benutzer,Spiel,SpielzeitInStunden,Genre,Tags
Carlos,7 Days to Die,212.7,"Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access","{'Early Access': 7275, 'Survival': 6613, 'Zombies': 5023, 'Multiplayer': 4681, 'Open World': 4638, 'Open World Survival Craft': 4564, 'Voxel': 4242, 'Base-Building': 4210, 'Post-apocalyptic': 4160, 'Online Co-Op': 4064, 'Exploration': 3938, 'Building': 3937, 'Sandbox': 3883, 'Simulation': 3753, 'FPS': 3736, 'Character Customization': 3653, 'Strategy': 3651, 'Action': 3639, 'Tower Defense': 3637, 'Procedural Generation': 3625}"
Carlos,Rocket League,174.8,"Action, Indie, Racing, Sports","{'Multiplayer': 6583, 'Football (Soccer)': 5224, 'Competitive': 4556, 'Sports': 3996, 'Racing': 3878, 'Team-Based': 3411, 'Online Co-Op': 2859, 'Football (American)': 2413, 'Fast-Paced': 2203, 'Co-op': 2141, 'Action': 1935, 'Funny': 1896, 'Great Soundtrack': 1668, 'Local Multiplayer': 1616, 'Split Screen': 1488, 'Local Co-Op': 1349, 'Singleplayer': 1232, '4 Player Local': 1212, 'Casual': 1202, 'Indie': 879}"
Carlos,Empyrion - Galactic Survival,147.4,"Adventure, Indie, Simulation, Strategy","{'Simulation': 1147, 'Co-op': 1133, 'Open World Survival Craft': 1010, 'Space': 1004, 'Survival': 995, 'Building': 982, 'Open World': 977, 'Exploration': 962, 'Space Sim': 891, 'Voxel': 877, 'Sandbox': 871, 'Physics': 856, 'Multiplayer': 849, 'Singleplayer': 845, 'Sci-fi': 834, 'PvE': 831, 'PvP': 830, 'Crafting': 822, 'Strategy': 819, 'FPS': 791}"
Carlos,ARK: Survival Evolved,140.0,"Action, Adventure, Indie, Massively Multiplayer, RPG","{'Open World Survival Craft': 12753, 'Survival': 12056, 'Multiplayer': 9466, 'Open World': 9387, 'Dinosaurs': 8967, 'Crafting': 7710, 'Building': 7381, 'Adventure': 6510, 'Base-Building': 5881, 'Co-op': 5425, 'Action': 4840, 'First-Person': 4424, 'Sandbox': 4401, 'Massively Multiplayer': 4222, 'Singleplayer': 3986, 'Early Access': 3466, 'RPG': 3213, 'Dragons': 3197, 'Sci-fi': 2601, 'Indie': 2116}"
Carlos,Reign Of Kings,134.1,"Action, Adventure, Indie, RPG, Simulation","{'Open World Survival Craft': 513, 'Survival': 499, 'Open World': 466, 'Medieval': 440, 'Multiplayer': 425, 'Crafting': 413, 'Building': 375, 'PvP': 298, 'Sandbox': 260, 'Adventure': 222, 'Action': 217, 'RPG': 187, 'Online Co-Op': 174, 'Gore': 174, 'Realistic': 151, 'Simulation': 138, 'Co-op': 132, 'Indie': 119, 'Early Access': 117, 'Dark Fantasy': 92}"
Carlos,Dirty Bomb,132.8,"Action, Free to Play","{'Hero Shooter': 2228, 'Free to Play': 2066, 'FPS': 1307, 'Multiplayer': 1105, 'Shooter': 1055, 'Action': 881, 'Team-Based': 772, 'First-Person': 681, 'Fast-Paced': 488, 'Co-op': 466, 'PvP': 452, 'Class-Based': 406, 'Competitive': 381, 'Massively Multiplayer': 314, 'Parkour': 314, 'Post-apocalyptic': 246, 'Controller': 243, 'Singleplayer': 234, 'Open World': 224, 'Gore': 205}"
Carlos,Garry's Mod,108.8,"Casual, Indie, Simulation","{'Sandbox': 18409, 'Moddable': 14275, 'Multiplayer': 14263, 'Physics': 14255, 'Building': 14236, 'Casual': 13070, 'Funny': 12781, 'Singleplayer': 12759, 'First-Person': 12755, 'Online Co-Op': 12734, 'Simulation': 12725, 'FPS': 12724, 'Co-op': 12724, 'Shooter': 12714, 'Comedy': 12708, 'Action': 12708, 'Indie': 12670, 'PvP': 8908, 'Realistic': 8887, 'Exploration': 8864}"
Carlos,Zero-K,95.5,"Indie, Simulation, Strategy, Free to Play","{'Strategy': 130, 'Free to Play': 120, 'RTS': 111, 'Indie': 77, 'Multiplayer': 72, 'Simulation': 69, 'Real-Time': 57, 'Singleplayer': 45, 'Co-op': 42, 'Online Co-Op': 34, 'Robots': 21, 'Sci-fi': 15}"
Carlos,Wallpaper Engine,94.0,"Casual, Indie, Animation & Modeling, Design & Illustration, Photo Editing, Utilities","{'Mature': 3392, 'Utilities': 2349, 'Software': 1876, 'Anime': 1858, 'Design & Illustration': 1421, 'Animation & Modeling': 1150, 'NSFW': 855, 'First-Person': 773, 'Indie': 740, 'Memes': 707, 'Cute': 655, 'Action': 604, 'Singleplayer': 557, 'Funny': 548, 'Early Access': 465, 'Photo Editing': 397, 'Sandbox': 357, 'Horror': 272, 'Game Development': 258, 'Gaming': 219}"
Carlos,The Elder Scrolls V: Skyrim,89.8,RPG,"{'Open World': 9953, 'RPG': 8653, 'Fantasy': 6179, 'Adventure': 5541, 'Dragons': 4808, 'Moddable': 4799, 'First-Person': 3946, 'Action': 3516, 'Medieval': 3453, 'Singleplayer': 3405, 'Magic': 3355, 'Story Rich': 2955, 'Great Soundtrack': 2819, 'Sandbox': 2500, 'Lore-Rich': 2451, 'Atmospheric': 2424, 'Character Customization': 2345, 'Action RPG': 1804, 'Third Person': 1742, 'Epic': 1539}"
Carlos,Avorion,89.1,"Action, Indie, Simulation","{'Exploration': 444, 'Sandbox': 441, 'Building': 431, 'Space Sim': 431, 'Flight': 423, 'Choose Your Own Adventure': 412, 'PvE': 410, 'Open World': 408, 'Space': 406, '3D': 400, 'Third Person': 397, 'Sci-fi': 391, 'Simulation': 385, 'Economy': 381, 'Spaceships': 336, 'Voxel': 332, 'Management': 313, 'Trading': 308, 'Vehicular Combat': 290, 'Action RPG': 288}"
Carlos,Airships: Conquer the Skies,89.1,"Action, Indie, Strategy","{'Grand Strategy': 304, 'Wargame': 297, 'PvP': 297, 'Naval Combat': 295, 'Multiplayer': 291, 'Real-Time': 286, 'Competitive': 282, 'RTS': 280, '4X': 274, 'Online Co-Op': 270, 'Vehicular Combat': 267, 'Strategy': 266, '2D': 259, 'Alternate History': 254, 'Mechs': 243, 'Steampunk': 241, 'Tanks': 231, 'Co-op': 217, 'World War I': 217, 'Military': 213}"
Carlos,Stardew Valley,88.5,"Indie, RPG, Simulation","{'Farming Sim': 7065, 'Pixel Graphics': 6639, 'Life Sim': 6624, 'Multiplayer': 6447, 'RPG': 6025, 'Relaxing': 5607, 'Agriculture': 5001, 'Simulation': 4928, 'Crafting': 4115, 'Sandbox': 4003, 'Indie': 3811, 'Building': 3329, 'Singleplayer': 3065, 'Casual': 3045, 'Open World': 2987, '2D': 2721, 'Cute': 2523, 'Dating Sim': 2427, 'Great Soundtrack': 2387, 'Fishing': 2072}"
Carlos,The Forest,88.0,"Action, Adventure, Indie, Simulation","{'Open World Survival Craft': 12208, 'Survival': 11825, 'Open World': 8573, 'Horror': 8416, 'Crafting': 6367, 'Adventure': 5529, 'Building': 5437, 'Survival Horror': 5104, 'First-Person': 4521, 'Action': 3705, 'Exploration': 3571, 'Sandbox': 3287, 'Singleplayer': 2787, 'Atmospheric': 2733, 'Simulation': 2553, 'Gore': 2428, 'Realistic': 2353, 'Indie': 2246, 'Zombies': 1665, 'Early Access': 1612}"
Carlos,Space Engineers,87.6,"Action, Indie, Simulation, Strategy","{'Space': 3613, 'Sandbox': 3076, 'Building': 2766, 'Open World Survival Craft': 2360, 'Multiplayer': 2356, 'Survival': 1893, 'Simulation': 1842, 'Open World': 1745, 'Physics': 1547, 'Crafting': 1425, 'Destruction': 1264, 'Co-op': 1201, 'Futuristic': 1083, 'Indie': 1069, 'Sci-fi': 1062, 'Singleplayer': 1006, 'Action': 953, 'Strategy': 855, 'Adventure': 783, 'Early Access': 677}"
Carlos,Terraria,87.0,"Action, Adventure, Indie, RPG","{'Open World Survival Craft': 15969, 'Sandbox': 15725, 'Survival': 12458, '2D': 12250, 'Multiplayer': 12175, 'Adventure': 11330, 'Pixel Graphics': 10877, 'Crafting': 10374, 'Building': 9877, 'Exploration': 8708, 'Co-op': 7643, 'Open World': 7394, 'Online Co-Op': 5959, 'Indie': 5903, 'Action': 5539, 'RPG': 5161, 'Singleplayer': 5043, 'Replay Value': 4225, 'Platformer': 3936, 'Atmospheric': 3462}"
Carlos,Automation - The Car Company Tycoon Game,80.9,"Indie, Racing, Simulation, Strategy, Early Access","{'Simulation': 236, 'Management': 219, 'Building': 181, 'Sandbox': 154, 'Automobile Sim': 141, 'Strategy': 131, 'Realistic': 129, 'Early Access': 127, 'Crafting': 118, 'Education': 111, 'Indie': 110, 'Moddable': 109, 'Science': 102, 'Singleplayer': 100, 'Racing': 100, 'Economy': 99, 'Replay Value': 97, 'Physics': 89, 'Immersive Sim': 89, 'Choices Matter': 83}"
Carlos,Call of Duty: Black Ops III,78.9,"Action, Adventure","{'Multiplayer': 3672, 'FPS': 2494, 'Zombies': 2483, 'Shooter': 2125, 'Action': 1998, 'First-Person': 1890, 'Singleplayer': 1713, 'Co-op': 1653, 'Futuristic': 1291, 'Illuminati': 1216, 'Hero Shooter': 884, 'Robots': 866, 'Sci-fi': 792, 'Gore': 621, 'Great Soundtrack': 549, 'Story Rich': 520, 'Atmospheric': 452, 'Parkour': 434, 'Quick-Time Events': 409, 'Simulation': 332}"
Carlos,Heroes & Generals,77.9,"Action, Free to Play, Indie, Massively Multiplayer, Strategy","{'Free to Play': 6209, 'World War II': 3437, 'FPS': 3344, 'Multiplayer': 3337, 'War': 2909, 'Shooter': 2688, 'Action': 2410, 'First-Person': 1832, 'Massively Multiplayer': 1685, 'Strategy': 1236, 'Tactical': 1204, 'Co-op': 1169, 'Historical': 1096, 'Open World': 1014, 'Simulation': 728, 'Atmospheric': 642, 'Adventure': 591, 'Indie': 528, 'Early Access': 454, 'RTS': 363}"
Carlos,Grand Theft Auto V,77.5,"Action, Adventure","{'Open World': 32016, 'Action': 23189, 'Multiplayer': 21351, 'Crime': 19076, 'Automobile Sim': 18585, 'Third Person': 18421, 'First-Person': 18062, 'Mature': 14770, 'Shooter': 14686, 'Adventure': 13436, 'Singleplayer': 12263, 'Third-Person Shooter': 11808, 'Racing': 11408, 'Co-op': 10089, 'Sandbox': 9851, 'Atmospheric': 9817, 'Funny': 9239, 'Great Soundtrack': 8598, 'Comedy': 8463, 'Moddable': 6805}"
Carlos,Mechabellum,62.2,"Action, Indie, Massively Multiplayer, Simulation, Strategy, Early Access","{'Early Access': 354, 'Strategy': 321, 'Mechs': 313, 'Robots': 309, 'Wargame': 307, 'Auto Battler': 306, 'Tactical': 302, 'RTS': 295, 'PvP': 289, 'Action RTS': 284, 'Multiplayer': 276, 'Turn-Based Strategy': 267, 'Co-op': 262, 'Simulation': 261, 'War': 258, 'Turn-Based': 256, 'Action': 249, 'Singleplayer': 243, 'Turn-Based Tactics': 228, 'Real Time Tactics': 215}"
Carlos,Valheim,59.1,"Action, Adventure, Indie, RPG, Early Access","{'Open World Survival Craft': 2072, 'Survival': 1969, 'Online Co-Op': 1895, 'Open World': 1834, 'Multiplayer': 1787, 'Building': 1655, 'Crafting': 1535, 'Exploration': 1411, 'Base-Building': 1404, 'Co-op': 1268, 'Difficult': 1173, 'Adventure': 1125, 'Mythology': 1123, 'Early Access': 1119, 'Action': 1117, 'PvE': 1115, 'Singleplayer': 1112, 'Indie': 1108, 'Third Person': 1107, 'Sandbox': 1104}"
Carlos,Production Line,58.5,"Casual, Indie, Simulation, Early Access","{'Indie': 23, 'Early Access': 23, 'Casual': 23, 'Simulation': 22}"
Carlos,Rust,54.0,"Casual, Free to Play, Indie, Simulation, Sports, Strategy, Early Access","{'Free to Play': 35, 'Indie': 32, 'Casual': 31, 'Simulation': 31, 'Sports': 31, 'Early Access': 21, 'Strategy': 20, 'VR': 17}"
Carlos,Resident Evil 4 (2005),50.6,"Action, Adventure","{'Inventory Management': 1159, 'Survival Horror': 961, 'Action': 907, 'Zombies': 864, 'Horror': 768, 'Third-Person Shooter': 751, 'Singleplayer': 629, 'Adventure': 564, 'Classic': 481, 'Third Person': 454, 'Quick-Time Events': 318, 'Atmospheric': 301, 'Survival': 272, 'Shooter': 266, 'Gore': 259, 'Replay Value': 206, 'Great Soundtrack': 183, 'Remake': 179, 'Difficult': 152, 'VR': 53}"
Carlos,OpenTTD,49.0,"Casual, Indie, Simulation, Free to Play","{'Simulation': 302, 'Building': 288, 'Free to Play': 265, 'Sandbox': 251, 'Economy': 239, 'Management': 220, 'Trains': 216, 'Transportation': 190, 'Multiplayer': 165, 'Resource Management': 159, 'City Builder': 145, 'Moddable': 139, 'Singleplayer': 132, '2D': 129, 'Isometric': 114, 'Strategy': 106, 'Online Co-Op': 96, 'Co-op': 78, 'Casual': 75, 'Indie': 73}"
Carlos,Fallout 4,49.0,RPG,"{'Open World': 9653, 'Post-apocalyptic': 8553, 'Singleplayer': 6697, 'Exploration': 6632, 'RPG': 6145, 'Adventure': 5065, 'Atmospheric': 5016, 'Shooter': 4810, 'First-Person': 4363, 'Story Rich': 4239, 'Action': 3696, 'Sci-fi': 3648, 'FPS': 3629, 'Action RPG': 3252, 'Sandbox': 3231, 'Great Soundtrack': 2943, 'Third Person': 2884, 'Survival': 2858, 'Third-Person Shooter': 2289, 'Character Customization': 1290}"
Carlos,Sid Meier's Civilization V,48.9,Strategy,"{'Turn-Based Strategy': 4945, 'Strategy': 4348, 'Turn-Based': 2564, 'Multiplayer': 2391, 'Historical': 2180, '4X': 1711, 'Addictive': 1682, 'Singleplayer': 1598, 'Hex Grid': 1310, 'Grand Strategy': 1051, 'Replay Value': 839, 'Co-op': 773, 'Economy': 727, 'Tactical': 727, 'Diplomacy': 684, 'Moddable': 632, 'Simulation': 602, 'Classic': 469, 'Great Soundtrack': 453, 'Touch-Friendly': 303}"
Carlos,Project Zomboid,47.3,"Indie, RPG, Simulation, Early Access","{'Survival': 3941, 'Zombies': 3240, 'Open World': 2688, 'Open World Survival Craft': 2437, 'Multiplayer': 2408, 'Sandbox': 2053, 'Post-apocalyptic': 1714, 'Co-op': 1597, 'Crafting': 1388, 'Indie': 1281, 'Building': 1264, 'Simulation': 1236, 'RPG': 1224, 'Survival Horror': 1121, 'Realistic': 989, 'Isometric': 902, 'Singleplayer': 863, '2D': 770, 'Adventure': 704, 'Early Access': 681}"
Carlos,Pummel Party,46.2,"Action, Casual, Indie","{'Multiplayer': 794, 'Funny': 521, 'Online Co-Op': 466, '4 Player Local': 456, 'Board Game': 399, 'Party Game': 339, 'Minigames': 277, 'Casual': 276, 'Local Multiplayer': 270, 'Co-op': 263, 'Party': 216, 'Local Co-Op': 203, 'Action': 175, 'Indie': 171, 'Comedy': 158, 'Tabletop': 107, 'Controller': 86, 'Gore': 82, 'Colorful': 70, 'Singleplayer': 51}"
Carlos,Age of Empires II: Definitive Edition,43.6,Strategy,"{'Strategy': 870, 'RTS': 570, 'City Builder': 465, 'Multiplayer': 432, 'Base-Building': 376, 'Historical': 307, 'Singleplayer': 296, 'Medieval': 288, 'Resource Management': 235, 'Classic': 215, 'Tactical': 175, 'Real-Time': 159, 'Co-op': 142, 'Remake': 133, 'Isometric': 93, '2D': 83, 'Replay Value': 83, 'Action': 76, 'Adventure': 59, 'Great Soundtrack': 58}"
Carlos,Cossacks 3,43.4,"Action, Adventure, Strategy","{'Strategy': 519, 'RTS': 370, 'War': 330, 'Multiplayer': 328, 'Historical': 314, 'Singleplayer': 313, 'Resource Management': 309, 'Action RTS': 306, 'PvP': 299, 'Base-Building': 299, 'PvE': 296, '3D': 288, 'City Builder': 267, 'Isometric': 267, 'Action': 267, 'Open World': 261, 'Co-op': 260, 'Economy': 246, 'Replay Value': 226, 'Real-Time with Pause': 226}"
Carlos,Left 4 Dead 2,42.9,Action,"{'Zombies': 21032, 'Co-op': 11261, 'FPS': 9944, 'Multiplayer': 9286, 'Shooter': 6988, 'Online Co-Op': 6695, 'Action': 6612, 'Survival': 5645, 'Horror': 5385, 'First-Person': 4502, 'Gore': 4211, 'Team-Based': 3555, 'Moddable': 3019, 'Survival Horror': 2961, 'Post-apocalyptic': 2863, 'Singleplayer': 2404, 'Adventure': 2164, 'Local Co-Op': 2108, 'Replay Value': 2062, 'Tactical': 1980}"
Carlos,Kingdoms Reborn,42.6,"Indie, Simulation, Strategy, Early Access","{'City Builder': 268, 'Base-Building': 172, 'Colony Sim': 163, 'Multiplayer': 162, 'Management': 160, 'Strategy': 146, 'Medieval': 127, 'Economy': 124, 'Co-op': 123, 'Resource Management': 119, 'Simulation': 114, 'PvP': 111, 'Early Access': 111, 'Singleplayer': 101, 'RTS': 100, 'Building': 100, 'Procedural Generation': 97, 'Open World': 95, 'Survival': 87, 'Card Game': 87}"
Carlos,Baldur's Gate 3,42.1,"Adventure, RPG, Strategy","{'RPG': 3247, 'Choices Matter': 2585, 'Character Customization': 2572, 'Story Rich': 2545, 'Turn-Based Combat': 2434, 'Dungeons & Dragons': 2378, 'Adventure': 2065, 'CRPG': 2060, 'Fantasy': 1973, 'Online Co-Op': 1910, 'Romance': 1865, 'Multiplayer': 1837, 'Strategy': 1672, 'Singleplayer': 1638, 'Co-op Campaign': 1602, 'Sexual Content': 1558, 'Class-Based': 1466, 'Dark Fantasy': 1301, 'Combat': 1231, 'Controller': 1108}"
Carlos,Cities: Skylines,41.1,"Simulation, Strategy","{'City Builder': 5009, 'Simulation': 3623, 'Building': 3042, 'Management': 2503, 'Strategy': 2341, 'Sandbox': 2151, 'Singleplayer': 2055, 'Moddable': 1783, 'Economy': 1779, 'Resource Management': 1403, 'Mod': 1282, 'Realistic': 1017, 'Replay Value': 801, 'Casual': 750, 'Modern': 644, 'Real-Time with Pause': 626, 'Family Friendly': 598, 'Great Soundtrack': 498, 'Funny': 327, 'Action': 148}"
Carlos,The Elder Scrolls V: Skyrim Special Edition,40.7,RPG,"{'Open World': 5393, 'RPG': 4635, 'Adventure': 3361, 'Singleplayer': 3343, 'Fantasy': 3317, 'Character Customization': 2968, 'Moddable': 2397, 'Dragons': 2352, 'Story Rich': 2128, 'Magic': 2072, 'First-Person': 1873, 'Action': 1747, 'Atmospheric': 1687, 'Great Soundtrack': 1606, 'Third Person': 1303, 'Stealth': 1171, 'Classic': 1087, 'Remake': 845, 'Female Protagonist': 622, 'Walking Simulator': 607}"
Carlos,Age of Empires IV: Anniversary Edition,40.5,Strategy,"{'Strategy': 531, 'RTS': 402, 'Base-Building': 289, 'War': 279, 'Multiplayer': 270, 'Singleplayer': 258, 'Medieval': 254, 'Resource Management': 250, 'City Builder': 218, 'Historical': 208, 'Action RTS': 146, 'PvP': 134, 'PvE': 102, 'Co-op': 92, '3D': 89, 'Isometric': 75, 'Management': 70, 'Open World': 60, 'Online Co-Op': 56, 'Mature': 38}"
Carlos,The Binding of Isaac: Rebirth,38.3,Action,"{'Action Roguelike': 3949, 'Rogue-like': 3491, 'Indie': 3022, 'Replay Value': 2884, 'Difficult': 2553, 'Pixel Graphics': 2108, 'Dungeon Crawler': 1814, 'Great Soundtrack': 1662, 'Singleplayer': 1623, 'Dark': 1576, '2D': 1321, 'Remake': 1244, 'Local Co-Op': 1243, 'Gore': 1206, 'Procedural Generation': 1122, 'Rogue-lite': 1104, 'Atmospheric': 957, 'Action': 879, 'Co-op': 838, 'Horror': 790}"
Carlos,Call to Arms - Gates of Hell: Ostfront,38.3,"Action, Simulation, Strategy","{'World War II': 409, 'Strategy': 386, 'Real Time Tactics': 365, 'RTS': 343, 'War': 329, 'Singleplayer': 318, 'Historical': 311, 'Realistic': 308, 'Level Editor': 268, 'PvE': 258, 'PvP': 245, 'Multiplayer': 240, 'Military': 238, 'Co-op': 237, 'Procedural Generation': 219, 'Replay Value': 218, 'Online Co-Op': 217, 'Top-Down': 217, 'Immersive': 211, 'Action': 209}"
Carlos,Palworld,36.2,"Action, Adventure, Indie, RPG, Early Access","{'Open World': 1016, 'Multiplayer': 1008, 'Survival': 972, 'Creature Collector': 971, 'Open World Survival Craft': 897, 'Crafting': 710, 'Co-op': 672, 'Adventure': 628, 'Sandbox': 541, 'Third-Person Shooter': 455, 'Automation': 428, 'Action': 400, 'Early Access': 371, 'RPG': 361, 'Anime': 345, 'PvE': 338, '3D': 328, 'Indie': 298, 'Looter Shooter': 290, 'Hack and Slash': 252}"
Carlos,Banished,35.6,"Indie, Simulation, Strategy","{'City Builder': 3721, 'Colony Sim': 3433, 'Strategy': 2706, 'Simulation': 2479, 'Survival': 2238, 'Indie': 1497, 'Singleplayer': 1463, 'Sandbox': 1417, 'Medieval': 1304, 'Resource Management': 946, 'Relaxing': 945, 'Economy': 682, 'Building': 667, 'Management': 629, 'Open World': 545, 'Difficult': 505, 'Beautiful': 439, 'Procedural Generation': 402, 'Historical': 333, 'RTS': 293}"
Carlos,ShellShock Live,34.6,"Action, Casual, Indie, Massively Multiplayer, Strategy","{'Tanks': 385, 'Multiplayer': 361, 'Strategy': 274, '2D': 267, 'Action': 227, 'Turn-Based': 207, 'Shooter': 165, 'Casual': 161, 'Early Access': 151, 'Online Co-Op': 143, 'Massively Multiplayer': 128, 'Indie': 122, 'Colorful': 116, 'Funny': 112, 'Co-op': 109, 'Turn-Based Strategy': 108, 'Singleplayer': 94, 'Physics': 87, 'Great Soundtrack': 76, 'Family Friendly': 54}"
Carlos,Transport Fever 2,34.0,"Casual, Indie, Simulation, Strategy","{'Simulation': 439, 'Strategy': 371, 'Management': 336, 'Transportation': 312, 'City Builder': 299, 'Trains': 296, 'Economy': 260, 'Sandbox': 213, 'Building': 212, 'Singleplayer': 192, 'Realistic': 161, 'Moddable': 139, 'Open World': 136, 'Resource Management': 131, 'Flight': 128, 'Casual': 104, 'Indie': 102, 'Naval': 92, 'Games Workshop': 92, 'Mod': 40}"
Carlos,Raft,32.5,"Adventure, Indie, Simulation","{'Survival': 4172, 'Multiplayer': 3687, 'Open World Survival Craft': 3637, 'Co-op': 3057, 'Crafting': 2373, 'Open World': 2089, 'Building': 1988, 'Base-Building': 1767, 'Online Co-Op': 1666, 'Adventure': 1459, 'Sandbox': 1322, 'First-Person': 883, 'Singleplayer': 758, 'Underwater': 664, 'Early Access': 654, 'Simulation': 613, 'Action': 542, 'Indie': 494, 'Strategy': 438, 'Massively Multiplayer': 315}"
Carlos,Among Us,30.3,Casual,"{'Multiplayer': 1833, 'Online Co-Op': 1274, 'Social Deduction': 1258, 'Space': 1211, 'Survival': 999, '2D': 968, 'Funny': 933, 'Psychological': 837, 'Co-op': 816, 'Party Game': 802, 'Cartoony': 736, 'Local Multiplayer': 713, 'Casual': 678, 'Action': 654, 'Sci-fi': 651, 'PvP': 650, 'Aliens': 646, 'Minigames': 646, 'Colorful': 644, 'Top-Down': 644}"
Carlos,Steel Division 2,30.2,"Action, Indie, Simulation, Strategy","{'Strategy': 298, 'RTS': 234, 'World War II': 228, 'Military': 207, 'War': 179, 'Singleplayer': 177, 'Simulation': 167, 'Tactical': 162, 'Multiplayer': 161, 'Historical': 160, 'Indie': 156, 'Grand Strategy': 150, 'Realistic': 149, 'Wargame': 149, 'Co-op': 138, 'Turn-Based Strategy': 137, 'Real-Time with Pause': 135, 'Sandbox': 133, 'Moddable': 126, 'Replay Value': 126}"
Carlos,Kerbal Space Program,29.0,"Indie, Simulation","{'Space': 3252, 'Simulation': 2754, 'Sandbox': 2482, 'Physics': 2275, 'Science': 2053, 'Space Sim': 1929, 'Building': 1634, 'Moddable': 1409, 'Indie': 1284, 'Education': 1273, 'Open World': 1045, 'Singleplayer': 1040, 'Exploration': 1014, 'Funny': 802, 'Sci-fi': 665, 'Difficult': 596, 'Adventure': 589, 'Replay Value': 573, 'Strategy': 570, 'Comedy': 508}"
Carlos,Kingdom Two Crowns,27.3,"Adventure, Indie, Simulation, Strategy","{'Atmospheric': 889, 'Simulation': 870, 'Adventure': 847, 'Co-op': 801, 'Multiplayer': 788, 'Controller': 673, 'Tower Defense': 665, 'Minimalist': 644, 'Local Co-Op': 642, 'Medieval': 641, 'Side Scroller': 636, 'Base-Building': 633, '2D': 631, 'Online Co-Op': 628, 'Sandbox': 623, 'City Builder': 613, 'RPG': 606, 'Colony Sim': 605, 'Survival': 604, 'Strategy': 599}"
Carlos,Apex Legends,26.9,"Action, Adventure, Free to Play","{'Free to Play': 1979, 'Battle Royale': 1367, 'Multiplayer': 1349, 'FPS': 1289, 'Shooter': 1251, 'First-Person': 1048, 'PvP': 871, 'Action': 776, 'Hero Shooter': 713, 'Team-Based': 708, 'Tactical': 535, 'Sci-fi': 486, 'Survival': 476, 'Loot': 471, 'Character Customization': 462, 'Funny': 436, 'Co-op': 429, 'Lore-Rich': 358, 'Cyberpunk': 346, 'Cinematic': 283}"
